timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 22:17:40,5,139,0.8308,0.7904854275984619,1.0,0.7346666666666668,0.9579663365130592,1.0,0.891,0.9112760443498692,1.0,0.9056000000000001,0.9758639929948598,1.0,0.9369999999999999,0.7853654069222391,1.0,0.78585,0.9227008184930257,1.0,0.847486111111111,0.8906096711452524,1.0
