timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 19:00:32,1,139,0.8308,0.7904854275984619,1.0,0.7346666666666668,0.9579663365130592,1.0,0.7827333333333334,0.8742258820557605,1.0
