Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8904,0.8607,0.9093,0.0619
1,capsules,100.00,0.8830,0.9558,0.9355,0.2897
2,cashew,100.00,0.9808,0.9795,0.9898,0.7488
3,chewinggum,100.00,0.9426,0.9488,0.9738,0.3765
4,fryum,100.00,0.9278,0.9329,0.9652,0.3032
5,macaroni1,100.00,0.8693,0.8761,0.8631,0.0259
6,macaroni2,100.00,0.6732,0.7537,0.6224,0.0052
7,pcb1,100.00,0.9496,0.9818,0.9386,0.5599
8,pcb2,100.00,0.8967,0.9552,0.8963,0.1022
9,pcb3,100.00,0.8636,0.9297,0.8742,0.1904
10,pcb4,100.00,0.9700,0.9283,0.9588,0.1690
11,pipe_fryum,98.67,0.9530,0.9833,0.9775,0.3571
Mean,Overall,99.89,0.9000*,0.9238*,0.9087*,0.2658*
