class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
candle,0,0.8904,0.8606651000591412,False,1.0
capsules,1,0.883,0.9558054096987105,False,1.0
cashew,2,0.9808,0.9795173581625634,False,1.0
chewinggum,3,0.9426,0.9488491327923082,False,1.0
fryum,4,0.9278,0.9329483725795964,False,1.0
macaroni1,5,0.8693,0.87612196499009,False,1.0
macaroni2,6,0.6732,0.7536953047195558,False,1.0
pcb1,7,0.9496,0.9817611836744089,False,1.0
pcb2,8,0.8967,0.955230750417316,True,1.0
Average,,0.8903777777777778,0.916066064121521,,1.0
Task_0_Average,0,0.8904,0.8606651000591412,,1.0
Task_1_Average,1,0.883,0.9558054096987105,,1.0
Task_2_Average,2,0.9808,0.9795173581625634,,1.0
Task_3_Average,3,0.9426,0.9488491327923082,,1.0
Task_4_Average,4,0.9278,0.9329483725795964,,1.0
Task_5_Average,5,0.8693,0.87612196499009,,1.0
Task_6_Average,6,0.6732,0.7536953047195558,,1.0
Task_7_Average,7,0.9496,0.9817611836744089,,1.0
Task_8_Average,8,0.8967,0.955230750417316,,1.0
