timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 03:22:53,2,79,0.8288000000000001,0.9766847570220545,1.0,0.6686666666666666,0.9275757154311705,1.0,0.8071999999999999,0.9726668837681556,1.0,0.7682222222222223,0.9589757854071269,1.0
