timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 04:49:14,5,79,0.8288000000000001,0.9766847570220545,1.0,0.6686666666666666,0.9275757154311705,1.0,0.8071999999999999,0.9726668837681556,1.0,0.8016,0.9846231670681096,1.0,0.9571999999999999,0.9135400076152763,1.0,0.7334,0.9781818482657236,1.0,0.7994777777777777,0.9588787298617484,1.0
