Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9821,1.0000,0.7138
1,cable,100.00,0.6492,0.5947,0.6955,0.0546
2,capsule,100.00,0.4448,0.5359,0.8238,0.0103
3,carpet,100.00,0.3836,0.5631,0.7345,0.0244
4,grid,100.00,0.9123,0.9323,0.9718,0.2151
5,hazelnut,100.00,0.5243,0.6929,0.6451,0.0772
6,leather,100.00,0.5275,0.5515,0.7724,0.0362
7,metal_nut,100.00,0.4897,0.6210,0.8028,0.1546
8,pill,100.00,0.3650,0.6111,0.7868,0.0714
9,screw,100.00,0.3958,0.2021,0.6832,0.0014
10,tile,100.00,0.6158,0.6215,0.8196,0.1332
11,toothbrush,100.00,0.6278,0.6297,0.8550,0.0631
12,transistor,100.00,0.9371,0.7740,0.9377,0.5032
13,wood,100.00,0.6579,0.5358,0.8694,0.0573
14,zipper,100.00,0.7981,0.4495,0.9383,0.0178
Mean,Overall,100.00,0.6219*,0.6198*,0.8224*,0.1423*
