timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-06 12:06:58,3,59,1.0,0.9806327460088827,1.0,0.6675412293853074,0.5267274424823662,1.0,0.514160351017152,0.3706712898621432,1.0,0.45264847512038525,0.6339032106738876,1.0,0.6585875138807111,0.62798367225682,1.0
