timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-06 13:17:31,10,59,1.0,0.9806327460088827,1.0,0.6675412293853074,0.5267274424823662,1.0,0.514160351017152,0.3706712898621432,1.0,0.45264847512038525,0.6339032106738876,1.0,0.6925647451963243,0.8348058300152268,1.0,0.6346428571428572,0.32519827154431225,1.0,0.5278532608695652,0.7359997834783341,1.0,0.46920821114369504,0.5571997887570076,1.0,0.38897981451172947,0.36648118497205034,1.0,0.4246771879483501,0.09296242721113751,1.0,0.5335497835497836,0.5677600291800053,1.0,0.5732569014441045,0.5447583640168503,1.0
