Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9806,1.0000,0.7044
1,cable,100.00,0.6675,0.5267,0.7750,0.0698
2,capsule,100.00,0.5142,0.3707,0.8429,0.0069
3,carpet,100.00,0.4526,0.6339,0.7751,0.0258
4,grid,100.00,0.6926,0.8348,0.8803,0.0779
5,hazelnut,100.00,0.6346,0.3252,0.7539,0.0142
6,leather,100.00,0.5279,0.7360,0.7929,0.0865
7,metal_nut,100.00,0.4692,0.5572,0.8180,0.1298
8,pill,100.00,0.3890,0.3665,0.8043,0.0255
9,screw,100.00,0.4247,0.0930,0.6901,0.0013
10,tile,100.00,0.5335,0.5678,0.7642,0.1016
11,toothbrush,100.00,0.4444,0.2604,0.7114,0.0095
12,transistor,100.00,0.6575,0.6751,0.6737,0.1284
13,wood,100.00,0.6272,0.4567,0.8615,0.0348
14,zipper,100.00,0.7555,0.5168,0.9172,0.0234
Mean,Overall,100.00,0.5860*,0.5268*,0.8040*,0.0960*
