metric,value
experiment_name,baseline_v2.0_checkpoint_spatial_context
strategy,MoLE-Flow
final_average_img_auc,0.8167958732882932
final_average_pixel_auc,0.9166082177423714
final_average_img_ap,0.8400295970692646
final_average_pixel_ap,0.21012087571226187
total_classes,3
total_tasks,3
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,0.9989809782608695
leather_pixel_auc,0.9736485351421934
leather_img_ap,0.9996455297350171
leather_pixel_ap,0.15116983835570727
grid_img_auc,0.7293233082706767
grid_pixel_auc,0.887355441009089
grid_img_ap,0.8696016529407051
grid_pixel_ap,0.12133417519795528
transistor_img_auc,0.7220833333333333
transistor_pixel_auc,0.8888206770758322
transistor_img_ap,0.6508416085320717
transistor_pixel_ap,0.35785861358312304
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
oracle_mean_img_auc,0.8167958732882932
oracle_mean_pixel_auc,0.9166082177423714
