timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-16 01:51:47,0,19,1.0,0.9859788746509207,1.0,1.0,0.9859788746509207,1.0
