metric,value
experiment_name,SVD_Analysis_Exp
strategy,MoLE-Flow
final_average_img_auc,0.9845520050125313
final_average_pixel_auc,0.961258590103252
final_average_img_ap,0.9915046846403404
final_average_pixel_ap,0.3612175226378324
total_classes,3
total_tasks,3
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,1.0
leather_pixel_auc,0.9859788746509207
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.2580118665227972
grid_img_auc,0.9624060150375939
grid_pixel_auc,0.9704812303812997
grid_img_ap,0.9873820488838985
grid_pixel_ap,0.23677897158970707
transistor_img_auc,0.9912500000000001
transistor_pixel_auc,0.9273156652775355
transistor_img_ap,0.9871320050371223
transistor_pixel_ap,0.5888617298009929
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
oracle_mean_img_auc,0.9845520050125313
oracle_mean_pixel_auc,0.961258590103252
