Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9841,1.0000,0.7505
1,cable,100.00,0.9818,0.9716,0.9908,0.5928
2,capsule,100.00,0.9497,0.9865,0.9883,0.3965
3,carpet,100.00,0.9956,0.9905,0.9987,0.6459
4,grid,100.00,0.9891,0.9755,0.9962,0.2608
5,hazelnut,100.00,0.9993,0.9871,0.9996,0.5923
6,leather,100.00,1.0000,0.9947,1.0000,0.5115
7,metal_nut,100.00,1.0000,0.9725,1.0000,0.7837
8,pill,100.00,0.9877,0.9896,0.9979,0.8008
9,screw,100.00,0.9221,0.9765,0.9704,0.2209
10,tile,100.00,1.0000,0.9702,1.0000,0.7255
11,toothbrush,100.00,0.9194,0.9829,0.9670,0.5622
12,transistor,100.00,0.9917,0.9699,0.9860,0.6570
13,wood,100.00,0.9746,0.9461,0.9911,0.5206
14,zipper,100.00,0.9905,0.9752,0.9974,0.3795
Mean,Overall,100.00,0.9801*,0.9782*,0.9922*,0.5600*
