timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-03 13:28:02,5,59,1.0,0.9827852250879223,1.0,0.9900674662668666,0.9752870718614953,1.0,0.9644994016753092,0.9863653748770426,1.0,0.9947833065810594,0.9898393277120441,1.0,0.9908103592314119,0.9766774332793166,1.0,1.0,0.987192767487502,1.0,0.9900267556257744,0.9830245333842206,1.0
