timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 06:37:24,2,39,0.9993206521739131,0.9631857185706191,1.0,0.7276524644945698,0.8830460457287613,1.0,0.7270833333333333,0.9021566656254332,1.0,0.818018816667272,0.9161294766416045,1.0
