timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 02:27:16,3,79,0.8859,0.8602311348307486,1.0,0.8923333333333333,0.9493710051911514,1.0,0.9802,0.9798810339826751,1.0,0.9306,0.9482779682401502,1.0,0.9222583333333334,0.9344402855611813,1.0
