Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8859,0.8602,0.9053,0.0652
1,capsules,100.00,0.8923,0.9494,0.9374,0.2831
2,cashew,100.00,0.9802,0.9799,0.9893,0.7352
3,chewinggum,100.00,0.9306,0.9483,0.9688,0.3699
4,fryum,100.00,0.9262,0.9348,0.9638,0.3026
5,macaroni1,100.00,0.8613,0.8723,0.8488,0.0248
6,macaroni2,100.00,0.6706,0.7545,0.6186,0.0048
7,pcb1,100.00,0.9479,0.9814,0.9390,0.5816
8,pcb2,100.00,0.8916,0.9552,0.8915,0.1020
9,pcb3,100.00,0.8415,0.9257,0.8551,0.1743
10,pcb4,100.00,0.9696,0.9232,0.9582,0.1553
11,pipe_fryum,98.67,0.9468,0.9834,0.9733,0.3366
Mean,Overall,99.89,0.8954*,0.9224*,0.9041*,0.2613*
