timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 01:59:40,1,79,0.8859,0.8602311348307486,1.0,0.8923333333333333,0.9493710051911514,1.0,0.8891166666666667,0.90480107001095,1.0
