timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,pcb3_img_auc,pcb3_pixel_auc,pcb3_routing_acc,pcb4_img_auc,pcb4_pixel_auc,pcb4_routing_acc,pipe_fryum_img_auc,pipe_fryum_pixel_auc,pipe_fryum_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 06:07:19,11,79,0.8859,0.8602311348307486,1.0,0.8923333333333333,0.9493710051911514,1.0,0.9802,0.9798810339826751,1.0,0.9306,0.9482779682401502,1.0,0.9261999999999999,0.9347500398777336,1.0,0.8613000000000001,0.8723100637944899,1.0,0.6706000000000001,0.754529959512628,1.0,0.9479000000000001,0.9814289031320707,1.0,0.8916000000000001,0.9552388429773525,1.0,0.8414851485148515,0.9256788458380384,1.0,0.9696039603960396,0.9231666985623299,1.0,0.9468,0.9834200379486079,0.9866666666666667,0.8953768701870186,0.9223570444906648,0.9988888888888888
