Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8304,0.9843,0.8217,0.1521
1,capsules,100.00,0.6800,0.9285,0.7841,0.1591
2,cashew,100.00,0.8352,0.9705,0.9200,0.3982
3,chewinggum,100.00,0.9468,0.9866,0.9764,0.3525
4,fryum,100.00,0.9414,0.9429,0.9730,0.4181
5,macaroni1,100.00,0.7428,0.9557,0.7611,0.0553
6,macaroni2,100.00,0.6657,0.9484,0.6288,0.0075
7,pcb1,100.00,0.8052,0.9833,0.7827,0.4896
8,pcb2,100.00,0.7411,0.9339,0.7613,0.0833
9,pcb3,100.00,0.7548,0.9748,0.7891,0.2537
10,pcb4,100.00,0.9516,0.9681,0.9062,0.2300
11,pipe_fryum,100.00,0.9474,0.9841,0.9726,0.4862
Mean,Overall,100.00,0.8202*,0.9634*,0.8397*,0.2571*
