Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9815,1.0000,0.6925
1,cable,100.00,0.9899,0.9757,0.9944,0.6117
2,capsule,100.00,0.9681,0.9867,0.9925,0.4022
3,carpet,100.00,0.9948,0.9883,0.9985,0.5880
4,grid,100.00,0.9891,0.9764,0.9962,0.2482
5,hazelnut,100.00,0.9986,0.9853,0.9992,0.5463
6,leather,100.00,1.0000,0.9919,1.0000,0.3890
7,metal_nut,100.00,1.0000,0.9725,1.0000,0.7786
8,pill,100.00,0.9880,0.9892,0.9979,0.8004
9,screw,100.00,0.9254,0.9832,0.9714,0.2092
10,tile,100.00,1.0000,0.9675,1.0000,0.7144
11,toothbrush,100.00,0.9167,0.9845,0.9645,0.5044
12,transistor,100.00,0.9908,0.9695,0.9824,0.6454
13,wood,100.00,0.9921,0.9388,0.9975,0.4397
14,zipper,100.00,0.9932,0.9764,0.9984,0.3629
Mean,Overall,100.00,0.9831*,0.9778*,0.9929*,0.5289*
