timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-08 01:37:59,7,59,1.0,0.9837348553738707,1.0,0.9835082458770614,0.9716190681832927,1.0,0.9525329078579976,0.9867640023343993,1.0,0.9963884430176565,0.9904134781572578,1.0,0.9866332497911445,0.9755915718577779,1.0,0.9996428571428572,0.9872600854961036,1.0,1.0,0.994389826091429,1.0,1.0,0.972259938291645,1.0,0.9898382129608396,0.982754103223222,1.0
