timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-08 01:20:46,4,59,1.0,0.9837348553738707,1.0,0.9835082458770614,0.9716190681832927,1.0,0.9525329078579976,0.9867640023343993,1.0,0.9963884430176565,0.9904134781572578,1.0,0.9866332497911445,0.9755915718577779,1.0,0.9838125693087718,0.9816245951813196,1.0
