timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 10:41:01,11,59,1.0,0.984680051690513,1.0,0.9887556221889056,0.9793515146192757,1.0,0.9692859992022338,0.9862772633572218,1.0,0.9923756019261637,0.987136839679159,1.0,0.9924812030075189,0.9762373350698655,1.0,0.9982142857142857,0.9865862615939777,1.0,1.0,0.9924379209888127,1.0,1.0,0.9734637308711701,1.0,0.9912711402073104,0.9884082452941869,1.0,0.9016191842590695,0.9814922178906108,1.0,1.0,0.9612639986129652,1.0,0.9055555555555556,0.9823105096336346,1.0,0.97829654933842,0.9816371574417828,1.0
