Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9847,1.0000,0.7429
1,cable,100.00,0.9888,0.9794,0.9945,0.6224
2,capsule,100.00,0.9693,0.9863,0.9928,0.3807
3,carpet,100.00,0.9924,0.9871,0.9977,0.4799
4,grid,100.00,0.9925,0.9762,0.9973,0.2517
5,hazelnut,100.00,0.9982,0.9866,0.9990,0.5429
6,leather,100.00,1.0000,0.9924,1.0000,0.3938
7,metal_nut,100.00,1.0000,0.9735,1.0000,0.7597
8,pill,100.00,0.9913,0.9884,0.9985,0.7637
9,screw,100.00,0.9016,0.9815,0.9586,0.2167
10,tile,100.00,1.0000,0.9613,1.0000,0.6376
11,toothbrush,100.00,0.9056,0.9823,0.9583,0.4443
12,transistor,100.00,0.9933,0.9773,0.9891,0.6865
13,wood,100.00,0.9956,0.9395,0.9986,0.4196
14,zipper,100.00,0.9937,0.9753,0.9984,0.3659
Mean,Overall,100.00,0.9815*,0.9781*,0.9922*,0.5139*
