metric,value
experiment_name,DIA-Only-DIA6
strategy,MoLE-Flow
final_average_img_auc,0.9814802292982461
final_average_pixel_auc,0.9781082159625566
final_average_img_ap,0.992190589405395
final_average_pixel_ap,0.5138968781871915
total_classes,15
total_tasks,15
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
bottle_img_auc,1.0
bottle_pixel_auc,0.984680051690513
bottle_img_ap,0.9999999999999998
bottle_pixel_ap,0.7429051696970207
cable_img_auc,0.9887556221889056
cable_pixel_auc,0.9793515146192757
cable_img_ap,0.9945111856424788
cable_pixel_ap,0.6224311049470753
capsule_img_auc,0.9692859992022338
capsule_pixel_auc,0.9862772633572218
capsule_img_ap,0.9927577180072695
capsule_pixel_ap,0.380716424352041
carpet_img_auc,0.9923756019261637
carpet_pixel_auc,0.987136839679159
carpet_img_ap,0.9977454849424146
carpet_pixel_ap,0.4799046925198751
grid_img_auc,0.9924812030075189
grid_pixel_auc,0.9762373350698655
grid_img_ap,0.9973233053410853
grid_pixel_ap,0.2517187434773093
hazelnut_img_auc,0.9982142857142857
hazelnut_pixel_auc,0.9865862615939777
hazelnut_img_ap,0.9990105013643502
hazelnut_pixel_ap,0.5428887848574213
leather_img_auc,1.0
leather_pixel_auc,0.9924379209888127
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.39379688130690904
metal_nut_img_auc,1.0
metal_nut_pixel_auc,0.9734637308711701
metal_nut_img_ap,1.0
metal_nut_pixel_ap,0.7597485692709002
pill_img_auc,0.9912711402073104
pill_pixel_auc,0.9884082452941869
pill_img_ap,0.9985154229258169
pill_pixel_ap,0.7636918396117337
screw_img_auc,0.9016191842590695
screw_pixel_auc,0.9814922178906108
screw_img_ap,0.9585878240891952
screw_pixel_ap,0.21674189227916682
tile_img_auc,1.0
tile_pixel_auc,0.9612639986129652
tile_img_ap,0.9999999999999998
tile_pixel_ap,0.6376389895833461
toothbrush_img_auc,0.9055555555555556
toothbrush_pixel_auc,0.9823105096336346
toothbrush_img_ap,0.9583444223298228
toothbrush_pixel_ap,0.44426977638136816
transistor_img_auc,0.9933333333333333
transistor_pixel_auc,0.9772578408582843
transistor_img_ap,0.9890596496764854
transistor_pixel_ap,0.6864801138858967
wood_img_auc,0.9956140350877193
wood_pixel_auc,0.9394570600924721
wood_img_ap,0.99863343162826
wood_pixel_ap,0.41962256474526877
zipper_img_auc,0.9936974789915967
zipper_pixel_auc,0.9752624491861976
zipper_img_ap,0.9983698951337454
zipper_pixel_ap,0.36589762589253993
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
task_4_routing_accuracy,1.0
task_5_routing_accuracy,1.0
task_6_routing_accuracy,1.0
task_7_routing_accuracy,1.0
task_8_routing_accuracy,1.0
task_9_routing_accuracy,1.0
task_10_routing_accuracy,1.0
task_11_routing_accuracy,1.0
task_12_routing_accuracy,1.0
task_13_routing_accuracy,1.0
task_14_routing_accuracy,1.0
oracle_mean_img_auc,0.9814802292982461
oracle_mean_pixel_auc,0.9781082159625566
