Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9792,1.0000,0.6266
1,cable,100.00,0.9874,0.9753,0.9934,0.6426
2,capsule,100.00,0.9629,0.9865,0.9912,0.3844
3,carpet,100.00,0.9940,0.9878,0.9983,0.5553
4,grid,100.00,0.9875,0.9753,0.9956,0.2362
5,hazelnut,100.00,1.0000,0.9857,1.0000,0.5478
6,leather,100.00,1.0000,0.9903,1.0000,0.3588
7,metal_nut,100.00,1.0000,0.9780,1.0000,0.8240
8,pill,100.00,0.9902,0.9893,0.9983,0.8171
9,screw,100.00,0.9324,0.9826,0.9746,0.2064
10,tile,100.00,1.0000,0.9614,1.0000,0.6547
11,toothbrush,100.00,0.9111,0.9834,0.9611,0.5392
12,transistor,100.00,0.9971,0.9628,0.9956,0.6466
13,wood,100.00,0.9895,0.9345,0.9968,0.4176
14,zipper,100.00,0.9903,0.9744,0.9975,0.3215
Mean,Overall,100.00,0.9828*,0.9764*,0.9935*,0.5186*
