Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,0.1386,0.5232,0.5761,0.0094
1,grid,100.00,0.4879,0.7284,0.7493,0.0320
2,transistor,100.00,0.5721,0.7656,0.5441,0.1997
3,screw,100.00,0.9002,0.1409,0.9634,0.0014
Mean,Overall,100.00,0.5247*,0.5395*,0.7082*,0.0606*
