timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,pcb3_img_auc,pcb3_pixel_auc,pcb3_routing_acc,pcb4_img_auc,pcb4_pixel_auc,pcb4_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 02:23:37,10,99,0.8991,0.8918665058980182,1.0,0.8766666666666666,0.966549979168907,1.0,0.9722,0.9806795695053636,1.0,0.9358,0.9526683021011637,1.0,0.9383999999999999,0.9376704503282235,1.0,0.8795,0.9268502357496953,1.0,0.6989,0.8084128893963662,1.0,0.9577,0.984255895873154,1.0,0.9147000000000001,0.9611341952727767,1.0,0.8758415841584158,0.9486445886485801,1.0,0.9703960396039604,0.946161377503143,1.0,0.9017458445844583,0.9368085444950356,1.0
