timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 21:39:03,2,99,0.8991,0.8918665058980182,1.0,0.8766666666666666,0.966549979168907,1.0,0.9722,0.9806795695053636,1.0,0.9159888888888889,0.9463653515240962,1.0
