timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 23:44:52,6,99,0.8991,0.8918665058980182,1.0,0.8766666666666666,0.966549979168907,1.0,0.9722,0.9806795695053636,1.0,0.9358,0.9526683021011637,1.0,0.9383999999999999,0.9376704503282235,1.0,0.8795,0.9268502357496953,1.0,0.6989,0.8084128893963662,1.0,0.8857952380952382,0.9235282760211053,1.0
