timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 02:18:03,0,79,0.8007,0.9640011305719165,1.0,0.8007,0.9640011305719165,1.0
