Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9814,1.0000,0.6774
1,cable,100.00,0.9904,0.9773,0.9953,0.6339
2,capsule,100.00,0.9717,0.9869,0.9938,0.3940
3,carpet,100.00,0.9948,0.9890,0.9985,0.6167
4,grid,100.00,0.9908,0.9762,0.9968,0.2536
5,hazelnut,100.00,0.9996,0.9868,0.9998,0.5798
6,leather,100.00,1.0000,0.9919,1.0000,0.3970
7,metal_nut,100.00,1.0000,0.9736,1.0000,0.7776
8,pill,100.00,0.9888,0.9897,0.9981,0.8077
9,screw,100.00,0.9170,0.9835,0.9668,0.2212
10,tile,100.00,1.0000,0.9662,1.0000,0.6673
11,toothbrush,100.00,0.9056,0.9849,0.9579,0.5619
12,transistor,100.00,0.9954,0.9657,0.9930,0.6442
13,wood,100.00,0.9886,0.9378,0.9964,0.4453
14,zipper,100.00,0.9926,0.9758,0.9982,0.3481
Mean,Overall,100.00,0.9824*,0.9778*,0.9930*,0.5350*
