Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9826,1.0000,0.7163
1,cable,100.00,0.9867,0.9776,0.9933,0.5962
2,capsule,100.00,0.9725,0.9860,0.9937,0.3555
3,carpet,100.00,0.9960,0.9889,0.9988,0.5870
4,grid,100.00,0.9833,0.9764,0.9943,0.2455
5,hazelnut,100.00,0.9993,0.9851,0.9996,0.5446
6,leather,100.00,1.0000,0.9926,1.0000,0.4167
7,metal_nut,100.00,1.0000,0.9727,1.0000,0.7679
8,pill,100.00,0.9918,0.9892,0.9986,0.7725
9,screw,100.00,0.9137,0.9837,0.9635,0.2138
10,tile,100.00,1.0000,0.9637,1.0000,0.6173
11,toothbrush,100.00,0.9167,0.9845,0.9640,0.4657
12,transistor,100.00,0.9862,0.9697,0.9739,0.6472
13,wood,100.00,0.9904,0.9396,0.9970,0.4448
14,zipper,100.00,0.9916,0.9758,0.9979,0.3527
Mean,Overall,100.00,0.9819*,0.9779*,0.9916*,0.5162*
