timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 16:59:30,2,59,1.0,0.9701008893853758,1.0,0.9891304347826086,0.9719275158015939,1.0,0.947746310331073,0.9868659205382536,1.0,0.9789589150378939,0.9762981085750745,1.0
