Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9822,1.0000,0.7079
1,cable,100.00,0.9888,0.9715,0.9942,0.5839
2,capsule,100.00,0.3765,0.4475,0.7774,0.0082
3,carpet,100.00,0.9988,0.9904,0.9996,0.6710
4,grid,100.00,0.9816,0.9765,0.9937,0.2544
5,hazelnut,100.00,1.0000,0.9874,1.0000,0.5949
6,leather,100.00,1.0000,0.9924,1.0000,0.4053
7,metal_nut,100.00,1.0000,0.9690,1.0000,0.7651
8,pill,100.00,0.9866,0.9891,0.9978,0.8077
9,screw,100.00,0.9156,0.9788,0.9656,0.2088
10,tile,100.00,1.0000,0.9671,1.0000,0.6813
11,toothbrush,100.00,0.9139,0.9843,0.9636,0.5683
12,transistor,100.00,0.9921,0.9712,0.9867,0.6607
13,wood,100.00,0.9833,0.9417,0.9948,0.4933
14,zipper,100.00,0.9932,0.9744,0.9983,0.3628
Mean,Overall,100.00,0.9420*,0.9416*,0.9781*,0.5182*
