Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9809,1.0000,0.6701
1,cable,100.00,0.9891,0.9748,0.9941,0.6319
2,capsule,100.00,0.9621,0.9869,0.9907,0.4061
3,carpet,100.00,0.9944,0.9880,0.9984,0.5764
4,grid,100.00,0.9908,0.9754,0.9967,0.2389
5,hazelnut,100.00,0.9996,0.9859,0.9998,0.5491
6,leather,100.00,1.0000,0.9909,1.0000,0.3640
7,metal_nut,100.00,1.0000,0.9752,1.0000,0.8032
8,pill,100.00,0.9891,0.9893,0.9981,0.8058
9,screw,100.00,0.9192,0.9820,0.9687,0.2056
10,tile,100.00,1.0000,0.9663,1.0000,0.7148
11,toothbrush,100.00,0.9194,0.9846,0.9658,0.5342
12,transistor,100.00,0.9925,0.9667,0.9862,0.6464
13,wood,100.00,0.9886,0.9368,0.9964,0.4268
14,zipper,100.00,0.9955,0.9766,0.9989,0.3618
Mean,Overall,100.00,0.9827*,0.9773*,0.9929*,0.5290*
