Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9815,1.0000,0.6914
1,cable,100.00,0.9884,0.9744,0.9937,0.6222
2,capsule,100.00,0.9621,0.9867,0.9910,0.4069
3,carpet,100.00,0.9944,0.9884,0.9984,0.5871
4,grid,100.00,0.9925,0.9756,0.9973,0.2417
5,hazelnut,100.00,0.9989,0.9860,0.9994,0.5525
6,leather,100.00,1.0000,0.9914,1.0000,0.3778
7,metal_nut,100.00,1.0000,0.9748,1.0000,0.7981
8,pill,100.00,0.9885,0.9893,0.9980,0.8026
9,screw,100.00,0.9197,0.9815,0.9692,0.2030
10,tile,100.00,1.0000,0.9671,1.0000,0.7188
11,toothbrush,100.00,0.9194,0.9845,0.9658,0.5371
12,transistor,100.00,0.9933,0.9680,0.9882,0.6477
13,wood,100.00,0.9886,0.9379,0.9964,0.4333
14,zipper,100.00,0.9953,0.9766,0.9988,0.3655
Mean,Overall,100.00,0.9827*,0.9776*,0.9931*,0.5324*
