timestamp,current_task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 14:46:17,0,59,1.0,0.9831527399643165,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9831527399643165,1.0
2026-01-05 14:51:23,1,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9921289355322339,0.9775671620982711,1.0
2026-01-05 14:56:20,2,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,0.9672915835660152,0.986658241820487,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.983849818210161,0.9805975220056764,1.0
2026-01-05 15:02:44,3,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,0.9672915835660152,0.986658241820487,1.0,0.9979935794542536,0.9899805065378623,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9873857585211842,0.9829432681387229,1.0
2026-01-05 15:08:49,4,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,0.9672915835660152,0.986658241820487,1.0,0.9979935794542536,0.9899805065378623,1.0,0.985797827903091,0.9762078178852006,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9870681723975656,0.9815961780880185,1.0
2026-01-05 15:17:45,5,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,0.9672915835660152,0.986658241820487,1.0,0.9979935794542536,0.9899805065378623,1.0,0.985797827903091,0.9762078178852006,1.0,0.9996428571428572,0.9864517007046176,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9891639531884474,0.9824054318574517,1.0
2026-01-05 15:23:57,6,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,0.9672915835660152,0.986658241820487,1.0,0.9979935794542536,0.9899805065378623,1.0,0.985797827903091,0.9762078178852006,1.0,0.9996428571428572,0.9864517007046176,1.0,1.0,0.9935096409232802,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9907119598758121,0.9839917474382843,1.0
2026-01-05 15:29:36,7,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,0.9672915835660152,0.986658241820487,1.0,0.9979935794542536,0.9899805065378623,1.0,0.985797827903091,0.9762078178852006,1.0,0.9996428571428572,0.9864517007046176,1.0,1.0,0.9935096409232802,1.0,0.9995112414467253,0.9689648767447426,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9918118700721763,0.9821133886015916,1.0
2026-01-05 15:36:27,8,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,0.9672915835660152,0.986658241820487,1.0,0.9979935794542536,0.9899805065378623,1.0,0.985797827903091,0.9762078178852006,1.0,0.9996428571428572,0.9864517007046176,1.0,1.0,0.9935096409232802,1.0,0.9995112414467253,0.9689648767447426,1.0,0.9899072558647027,0.9886814726197318,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9916002462713459,0.9828431757147182,1.0
2026-01-05 15:44:53,9,59,1.0,0.9831527399643165,1.0,0.9842578710644678,0.9719815842322256,1.0,0.9672915835660152,0.986658241820487,1.0,0.9979935794542536,0.9899805065378623,1.0,0.985797827903091,0.9762078178852006,1.0,0.9996428571428572,0.9864517007046176,1.0,1.0,0.9935096409232802,1.0,0.9995112414467253,0.9689648767447426,1.0,0.9899072558647027,0.9886814726197318,1.0,0.9184259069481451,0.9785895662295783,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9842828123390259,0.9824178147662043,1.0
