Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9835,1.0000,0.7300
1,cable,100.00,0.9871,0.9742,0.9932,0.6301
2,capsule,100.00,0.9493,0.9858,0.9881,0.3770
3,carpet,100.00,0.9948,0.9885,0.9984,0.5601
4,grid,100.00,0.9825,0.9756,0.9939,0.2382
5,hazelnut,100.00,1.0000,0.9866,1.0000,0.5695
6,leather,100.00,1.0000,0.9939,1.0000,0.4824
7,metal_nut,100.00,1.0000,0.9722,1.0000,0.7664
8,pill,100.00,0.9894,0.9889,0.9982,0.8061
9,screw,100.00,0.9160,0.9799,0.9655,0.2103
10,tile,100.00,1.0000,0.9691,1.0000,0.7014
11,toothbrush,100.00,0.8944,0.9845,0.9508,0.5841
12,transistor,100.00,0.9933,0.9672,0.9885,0.6503
13,wood,100.00,0.9860,0.9435,0.9955,0.4697
14,zipper,100.00,0.9884,0.9732,0.9969,0.3411
Mean,Overall,100.00,0.9787*,0.9778*,0.9913*,0.5411*
