Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,0.5714,0.2256,0.8236,0.0356
1,cable,100.00,0.5523,0.3167,0.6771,0.0191
2,capsule,100.00,0.5449,0.2817,0.8524,0.0059
3,carpet,100.00,0.9956,0.9606,0.9987,0.5177
4,grid,100.00,0.6048,0.7087,0.8147,0.0394
5,hazelnut,100.00,0.8325,0.7558,0.8963,0.1373
6,leather,100.00,1.0000,0.9647,1.0000,0.2823
7,metal_nut,100.00,0.7023,0.6152,0.9083,0.1566
8,pill,100.00,0.7024,0.5234,0.9295,0.0328
9,screw,100.00,0.8832,0.3093,0.9593,0.0017
10,tile,100.00,0.9903,0.8278,0.9964,0.3575
11,toothbrush,100.00,0.6444,0.7311,0.8618,0.0801
12,transistor,100.00,0.5533,0.6463,0.5178,0.0943
13,wood,100.00,0.9974,0.8351,0.9992,0.3063
14,zipper,100.00,0.6849,0.8285,0.8937,0.1173
Mean,Overall,100.00,0.7506*,0.6354*,0.8753*,0.1456*
