timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 10:53:23,2,59,1.0,0.9788717923846358,1.0,0.9908170914542729,0.9759201915926227,1.0,0.9676904666932589,0.9861366265431143,1.0,0.9861691860491772,0.9803095368401243,1.0
