Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9804,1.0000,0.6579
1,cable,100.00,0.9899,0.9748,0.9946,0.6379
2,capsule,100.00,0.9629,0.9869,0.9909,0.4032
3,carpet,100.00,0.9936,0.9878,0.9982,0.5678
4,grid,100.00,0.9916,0.9750,0.9970,0.2360
5,hazelnut,100.00,0.9996,0.9859,0.9998,0.5470
6,leather,100.00,1.0000,0.9903,1.0000,0.3491
7,metal_nut,100.00,1.0000,0.9758,1.0000,0.8086
8,pill,100.00,0.9885,0.9892,0.9980,0.8059
9,screw,100.00,0.9190,0.9823,0.9685,0.2074
10,tile,100.00,1.0000,0.9659,1.0000,0.7147
11,toothbrush,100.00,0.9194,0.9845,0.9658,0.5273
12,transistor,100.00,0.9933,0.9646,0.9878,0.6443
13,wood,100.00,0.9868,0.9356,0.9958,0.4195
14,zipper,100.00,0.9953,0.9763,0.9988,0.3578
Mean,Overall,100.00,0.9827*,0.9770*,0.9930*,0.5256*
