timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 23:39:51,10,59,1.0,0.9803517843830584,1.0,0.989880059970015,0.9748381821271137,1.0,0.9629038691663343,0.9869482067393226,1.0,0.9935794542536115,0.9877930936614095,1.0,0.9916457811194652,0.9750300426260144,1.0,0.9996428571428572,0.9859213057433523,1.0,1.0,0.9903263374620757,1.0,1.0,0.9757742750406895,1.0,0.9885433715220949,0.9891970128562743,1.0,0.919040787046526,0.9822721526897453,1.0,1.0,0.9658628125418173,1.0,0.9859305618382641,0.9813013823518976,1.0
