Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9827,1.0000,0.7206
1,cable,100.00,0.9903,0.9761,0.9951,0.6163
2,capsule,100.00,0.9725,0.9865,0.9941,0.3884
3,carpet,100.00,0.9948,0.9896,0.9985,0.6316
4,grid,100.00,0.9925,0.9769,0.9974,0.2656
5,hazelnut,100.00,0.9993,0.9869,0.9996,0.5786
6,leather,100.00,1.0000,0.9933,1.0000,0.4527
7,metal_nut,100.00,1.0000,0.9715,1.0000,0.7575
8,pill,100.00,0.9910,0.9899,0.9985,0.8139
9,screw,100.00,0.9217,0.9824,0.9690,0.2281
10,tile,100.00,1.0000,0.9671,1.0000,0.6680
11,toothbrush,100.00,0.9083,0.9847,0.9596,0.5398
12,transistor,100.00,0.9917,0.9694,0.9860,0.6461
13,wood,100.00,0.9886,0.9414,0.9964,0.4665
14,zipper,100.00,0.9924,0.9752,0.9981,0.3557
Mean,Overall,100.00,0.9829*,0.9782*,0.9928*,0.5420*
