Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8221,0.9714,0.7634,0.1725
1,capsules,100.00,0.6897,0.9504,0.7852,0.1894
2,cashew,100.00,0.8052,0.9705,0.8935,0.3993
3,chewinggum,100.00,0.8116,0.9857,0.8502,0.4507
4,fryum,100.00,0.9478,0.9100,0.9751,0.4244
5,macaroni1,100.00,0.7289,0.9707,0.6690,0.0608
6,macaroni2,100.00,0.6742,0.9089,0.6499,0.0076
7,pcb1,100.00,0.8272,0.9868,0.7711,0.3912
8,pcb2,100.00,0.7495,0.9525,0.7428,0.0914
9,pcb3,100.00,0.7676,0.9777,0.7737,0.2400
10,pcb4,100.00,0.9451,0.9666,0.8829,0.2316
11,pipe_fryum,100.00,0.9100,0.9837,0.9379,0.4804
Mean,Overall,100.00,0.8066*,0.9613*,0.8079*,0.2616*
