timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 18:40:09,2,79,0.8221,0.9714451153239427,1.0,0.6896666666666665,0.9504196546237942,1.0,0.8052,0.9704828584121545,1.0,0.7723222222222222,0.9641158761199637,1.0
