timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 21:51:49,8,79,0.8221,0.9714451153239427,1.0,0.6896666666666665,0.9504196546237942,1.0,0.8052,0.9704828584121545,1.0,0.8115999999999999,0.9856870280865418,1.0,0.9478,0.9100169646002957,1.0,0.7289,0.9707427472228072,1.0,0.6742,0.9089468086775266,1.0,0.8272,0.9868142635496501,1.0,0.7495,0.9524853672451743,1.0,0.7840185185185186,0.9563378675268763,1.0
