Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9771,1.0000,0.5857
1,cable,100.00,0.9925,0.9760,0.9958,0.6472
2,capsule,100.00,0.9565,0.9860,0.9898,0.3622
3,carpet,100.00,0.9916,0.9850,0.9976,0.4892
4,grid,100.00,0.9841,0.9757,0.9950,0.2380
5,hazelnut,100.00,1.0000,0.9856,1.0000,0.5424
6,leather,100.00,1.0000,0.9866,1.0000,0.2839
7,metal_nut,100.00,1.0000,0.9817,1.0000,0.8510
8,pill,100.00,0.9834,0.9890,0.9971,0.8255
9,screw,100.00,0.9166,0.9833,0.9680,0.2069
10,tile,100.00,1.0000,0.9611,1.0000,0.6467
11,toothbrush,100.00,0.9111,0.9824,0.9622,0.4759
12,transistor,100.00,0.9996,0.9556,0.9994,0.6285
13,wood,100.00,0.9895,0.9299,0.9968,0.3967
14,zipper,100.00,0.9900,0.9743,0.9974,0.3134
Mean,Overall,100.00,0.9810*,0.9753*,0.9933*,0.4995*
