timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-28 21:13:46,1,39,1.0,0.946904758279382,1.0,0.9162293853073463,0.9041635835346983,1.0,0.9581146926536732,0.9255341709070402,1.0
