Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9837,1.0000,0.7344
1,cable,100.00,0.9839,0.9730,0.9916,0.6157
2,capsule,100.00,0.9509,0.9869,0.9885,0.3906
3,carpet,100.00,0.9964,0.9900,0.9989,0.6272
4,grid,100.00,0.9841,0.9757,0.9945,0.2591
5,hazelnut,100.00,0.9989,0.9873,0.9994,0.5893
6,leather,100.00,1.0000,0.9943,1.0000,0.4907
7,metal_nut,100.00,1.0000,0.9723,1.0000,0.7880
8,pill,100.00,0.9888,0.9897,0.9981,0.8020
9,screw,100.00,0.9238,0.9792,0.9711,0.2185
10,tile,100.00,1.0000,0.9696,1.0000,0.7274
11,toothbrush,100.00,0.9167,0.9840,0.9653,0.5592
12,transistor,100.00,0.9925,0.9686,0.9873,0.6527
13,wood,100.00,0.9728,0.9449,0.9903,0.5047
14,zipper,100.00,0.9887,0.9753,0.9970,0.3798
Mean,Overall,100.00,0.9798*,0.9783*,0.9921*,0.5560*
