timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 04:39:41,6,79,0.7647,0.9603354775511452,1.0,0.667,0.9260392905770353,1.0,0.7429999999999999,0.9387878854620939,1.0,0.7558,0.983393880322926,1.0,0.9291999999999999,0.8488693592887198,1.0,0.7219,0.9436736062230839,1.0,0.653,0.7989375607638268,1.0,0.7478,0.9142910085984044,1.0
