Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,0.9952,0.9745,0.9985,0.6094
0,cable,100.00,0.7464,0.5516,0.8472,0.1972
0,capsule,100.00,0.8568,0.9526,0.9610,0.3754
1,carpet,100.00,0.7909,0.9816,0.9235,0.3900
1,grid,100.00,0.4578,0.8458,0.7590,0.0719
1,hazelnut,100.00,0.9964,0.9798,0.9978,0.5321
2,leather,100.00,0.8957,0.9884,0.9642,0.2976
2,metal_nut,100.00,0.9839,0.8738,0.9962,0.4827
2,pill,98.80,0.9460,0.9731,0.9903,0.5558
3,screw,100.00,0.7215,0.9529,0.8596,0.1148
3,tile,96.58,0.8806,0.6805,0.9578,0.2017
3,toothbrush,95.24,0.8056,0.9738,0.9203,0.2957
4,transistor,100.00,0.7808,0.6579,0.6997,0.3148
4,wood,100.00,0.7991,0.8884,0.9229,0.3037
4,zipper,100.00,0.9181,0.9708,0.9673,0.3040
Mean,Overall,99.37,0.8383*,0.8830*,0.9177*,0.3365*
