Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9667,1.0000,0.4706
1,cable,100.00,0.9931,0.9762,0.9961,0.6432
2,capsule,100.00,0.9629,0.9846,0.9914,0.3315
3,carpet,100.00,0.9908,0.9817,0.9973,0.3735
4,grid,100.00,0.9916,0.9742,0.9972,0.1815
5,hazelnut,100.00,1.0000,0.9843,1.0000,0.4929
6,leather,100.00,1.0000,0.9794,1.0000,0.1970
7,metal_nut,100.00,0.9995,0.9810,0.9999,0.8230
8,pill,100.00,0.9836,0.9883,0.9971,0.7948
9,screw,100.00,0.9242,0.9858,0.9698,0.2282
10,tile,100.00,1.0000,0.9547,1.0000,0.6238
11,toothbrush,100.00,0.9139,0.9803,0.9618,0.3893
12,transistor,100.00,1.0000,0.9664,1.0000,0.6413
13,wood,100.00,0.9895,0.9209,0.9968,0.3344
14,zipper,100.00,0.9879,0.9729,0.9968,0.2938
Mean,Overall,100.00,0.9825*,0.9732*,0.9936*,0.4546*
