Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,0.6659,0.6465,0.8579,0.0765
1,cable,100.00,0.3737,0.7294,0.5574,0.0546
2,capsule,100.00,0.5800,0.5247,0.8443,0.0086
3,carpet,100.00,0.9414,0.8736,0.9825,0.2137
4,grid,100.00,0.4194,0.4908,0.6822,0.0061
5,hazelnut,100.00,0.5171,0.5081,0.6941,0.0227
6,leather,100.00,0.9959,0.9418,0.9987,0.2869
7,metal_nut,100.00,0.5831,0.4788,0.8658,0.1066
8,pill,100.00,0.7002,0.4753,0.9296,0.0286
9,screw,100.00,0.8241,0.3337,0.9258,0.0017
10,tile,100.00,0.9405,0.6925,0.9799,0.1645
11,toothbrush,100.00,0.4861,0.6485,0.7504,0.0312
12,transistor,100.00,0.5808,0.6377,0.5652,0.0978
13,wood,100.00,0.9930,0.7882,0.9980,0.1855
14,zipper,100.00,0.6187,0.8432,0.8790,0.1057
Mean,Overall,100.00,0.6813*,0.6408*,0.8341*,0.0927*
