class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,0.6658730158730158,0.6465434732488514,False,1.0
cable,1,0.37368815592203897,0.729413892186657,False,1.0
capsule,2,0.5799760670123654,0.5246815955642532,False,1.0
carpet,3,0.9414125200642055,0.8735928000136431,False,1.0
grid,4,0.41938178780284047,0.49076266631634397,False,1.0
hazelnut,5,0.5171428571428571,0.5081499120804821,False,1.0
leather,6,0.9959239130434783,0.9417930617608506,False,1.0
metal_nut,7,0.5830889540566959,0.47875588438340644,False,1.0
pill,8,0.7002182214948172,0.47528625045577017,False,1.0
screw,9,0.8241442918630866,0.3336551549957816,False,1.0
tile,10,0.9404761904761905,0.6924972665075974,False,1.0
toothbrush,11,0.4861111111111111,0.6484755844539223,False,1.0
transistor,12,0.5808333333333333,0.6376638254833148,False,1.0
wood,13,0.9929824561403509,0.7881949620606503,False,1.0
zipper,14,0.6186974789915967,0.8432401755672867,True,1.0
Average,,0.6813300236218657,0.6408471003385875,,1.0
Task_0_Average,0,0.6658730158730158,0.6465434732488514,,1.0
Task_1_Average,1,0.37368815592203897,0.729413892186657,,1.0
Task_2_Average,2,0.5799760670123654,0.5246815955642532,,1.0
Task_3_Average,3,0.9414125200642055,0.8735928000136431,,1.0
Task_4_Average,4,0.41938178780284047,0.49076266631634397,,1.0
Task_5_Average,5,0.5171428571428571,0.5081499120804821,,1.0
Task_6_Average,6,0.9959239130434783,0.9417930617608506,,1.0
Task_7_Average,7,0.5830889540566959,0.47875588438340644,,1.0
Task_8_Average,8,0.7002182214948172,0.47528625045577017,,1.0
Task_9_Average,9,0.8241442918630866,0.3336551549957816,,1.0
Task_10_Average,10,0.9404761904761905,0.6924972665075974,,1.0
Task_11_Average,11,0.4861111111111111,0.6484755844539223,,1.0
Task_12_Average,12,0.5808333333333333,0.6376638254833148,,1.0
Task_13_Average,13,0.9929824561403509,0.7881949620606503,,1.0
Task_14_Average,14,0.6186974789915967,0.8432401755672867,,1.0
