Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9830,1.0000,0.7257
1,cable,100.00,0.9903,0.9768,0.9949,0.5983
2,capsule,100.00,0.9669,0.9864,0.9924,0.3955
3,carpet,100.00,0.9948,0.9896,0.9985,0.6276
4,grid,100.00,0.9841,0.9754,0.9945,0.2665
5,hazelnut,100.00,1.0000,0.9870,1.0000,0.5830
6,leather,100.00,1.0000,0.9934,1.0000,0.4621
7,metal_nut,100.00,1.0000,0.9706,1.0000,0.7480
8,pill,100.00,0.9891,0.9898,0.9981,0.8149
9,screw,100.00,0.9168,0.9800,0.9663,0.2172
10,tile,100.00,1.0000,0.9657,1.0000,0.6530
11,toothbrush,100.00,0.9139,0.9843,0.9628,0.5361
12,transistor,100.00,0.9921,0.9704,0.9871,0.6482
13,wood,100.00,0.9868,0.9421,0.9959,0.4825
14,zipper,100.00,0.9882,0.9736,0.9968,0.3395
Mean,Overall,100.00,0.9815*,0.9779*,0.9925*,0.5399*
