timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 21:26:59,7,59,1.0,0.960782936979248,1.0,0.9902548725637181,0.9736868172315053,1.0,0.9274032708416434,0.9847438311588578,1.0,0.9855537720706259,0.9806111515570328,1.0,0.9849624060150376,0.9746029384241928,1.0,1.0,0.9840582092128611,1.0,1.0,0.9804019590248592,1.0,1.0,0.983134828661946,1.0,0.9860217901863781,0.9777528340313129,1.0
