Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9626,1.0000,0.4385
1,cable,100.00,0.9918,0.9746,0.9953,0.6577
2,capsule,100.00,0.9458,0.9852,0.9872,0.3428
3,carpet,100.00,0.9852,0.9813,0.9958,0.4068
4,grid,100.00,0.9866,0.9749,0.9957,0.1966
5,hazelnut,100.00,1.0000,0.9843,1.0000,0.4967
6,leather,100.00,1.0000,0.9808,1.0000,0.2216
7,metal_nut,100.00,1.0000,0.9840,1.0000,0.8662
8,pill,100.00,0.9801,0.9880,0.9966,0.8064
9,screw,100.00,0.8869,0.9817,0.9570,0.1995
10,tile,100.00,1.0000,0.9565,1.0000,0.6683
11,toothbrush,100.00,0.9083,0.9804,0.9606,0.4151
12,transistor,100.00,1.0000,0.9651,1.0000,0.6501
13,wood,100.00,0.9904,0.9200,0.9971,0.3133
14,zipper,100.00,0.9940,0.9745,0.9985,0.3157
Mean,Overall,100.00,0.9779*,0.9729*,0.9922*,0.4663*
