timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 11:34:52,5,59,1.0,0.9761529172461257,1.0,0.9923163418290855,0.9755971878139643,1.0,0.9601116872756282,0.9858145176833463,1.0,0.9947833065810594,0.9856631307582082,1.0,0.9866332497911445,0.9740440548244226,1.0,1.0,0.9853869393428362,1.0,0.9889740975794862,0.980443124611484,1.0
