timestamp,current_task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 16:16:46,0,39,1.0,0.9720243167306033,1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9720243167306033,1.0
2025-12-27 16:18:31,1,39,1.0,0.9720243167306033,1.0,0.8713450292397661,0.908163496839252,1.0,-1,-1,-1.0,0.935672514619883,0.9400939067849277,1.0
2025-12-27 16:20:14,2,39,1.0,0.9720243167306033,1.0,0.8713450292397661,0.908163496839252,1.0,0.77125,0.9270139698261941,1.0,0.8808650097465888,0.9357339277986831,1.0
