timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,pcb3_img_auc,pcb3_pixel_auc,pcb3_routing_acc,pcb4_img_auc,pcb4_pixel_auc,pcb4_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 09:32:26,10,99,0.8024,0.9647342368363054,1.0,0.6878333333333333,0.9476652050008946,1.0,0.7986,0.9693148403275826,1.0,0.7806,0.9859532417381119,1.0,0.9398,0.8909210159270842,1.0,0.7318,0.9741475277415793,1.0,0.6895,0.8712127751382717,1.0,0.8232,0.9863422906530332,1.0,0.7447,0.954034226649528,1.0,0.7474257425742574,0.9677930357948267,1.0,0.938019801980198,0.9625601920227056,1.0,0.7894435343534354,0.9522435079845384,1.0
