timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 03:38:41,1,99,0.8024,0.9647342368363054,1.0,0.6878333333333333,0.9476652050008946,1.0,0.7451166666666666,0.9561997209186,1.0
